_id,X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
4062,35.16,-0.39,12062,KABOROK PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,49.6,57,40.7,20,16,12,4,0,0,0,1140,9,14,0,0,0,0,0,0,2,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,WALDAI,-0.39,35.16
4063,35.39,-0.36,12063,SAMBRET PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,45.5,34.1,27.3,8,5,5,4,0,0,0,273,5,1,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,AINAMOI,KIPKELION,CHEBOSWA,-0.36,35.39
4064,35.33,-0.35,12064,CHEYMEN PRI SCH,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,53.5,48.6,44.6,11,5,7,3,0,0,0,535,3,7,0,0,0,0,0,0,2,0,RIFT VALLEY,KERICHO,AINAMOI,KIPKELION,CHEBOSWA,-0.35,35.33
4065,35.15,-0.38,12065,CHUMO EDUCATIONAL CENTRE - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,30.9,34.5,39.1,17,8,7,7,0,0,0,587,0,0,0,0,0,0,15,4,14,4,RIFT VALLEY,KERICHO,BELGUT,BELGUT,WALDAI,-0.38,35.15
4066,35.35,-0.12,12066,KAPCHORWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,30.6,30.6,40.8,8,2,4,1,0,0,0,245,8,0,0,0,0,0,0,0,1,1,RIFT VALLEY,KERICHO,CHILCHILA,KIPKELION,KOKWET,-0.12,35.35
4067,35.32,-0.36,12067,TILWET PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.5,31.8,31.8,14,7,7,2,0,0,0,445,7,4,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,CHAIK,-0.36,35.32
4068,35.14,-0.38,12068,JULINE COMMUNITY SCH - PRI,PRIMARY SCHOOL,PRIVATE,COMMUNITY,MIXED,DAY ONLY,ORDINARY,0,13,9.8,3,2,2,2,0,0,0,39,0,0,0,0,0,0,0,0,1,1,RIFT VALLEY,KERICHO,BELGUT,BELGUT,WALDAI,-0.38,35.14
4069,35.37,-0.33,12069,CHAGAIK PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,51,0,51,0,4,4,4,0,0,0,408,3,5,0,0,0,0,0,0,2,0,RIFT VALLEY,KERICHO,AINAMOI,KIPKELION,CHEBOSWA,-0.33,35.37
4070,35.14,-0.41,12070,KAPSIYA ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,8.8,11,7.3,4,3,3,1,0,0,0,44,0,0,0,0,0,0,1,4,2,1,RIFT VALLEY,KERICHO,BELGUT,BELGUT,KABIANGA,-0.41,35.14
4071,35.34,-0.11,12071,KAPKESE PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,31.4,31.4,25.1,8,4,6,2,0,0,0,251,7,1,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,CHILCHILA,KIPKELION,KOKWET,-0.11,35.34
4072,35.34,-0.12,12072,KAMIWA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,42.9,42.9,34.3,8,6,4,1,0,0,0,343,7,1,0,0,0,0,0,0,1,1,RIFT VALLEY,KERICHO,CHILCHILA,KIPKELION,KOKWET,-0.12,35.34
4073,35.15,-0.41,12073,BARMEI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,41.2,38.5,27.5,15,7,14,2,0,0,0,577,10,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,KABIANGA,-0.41,35.15
4074,35.36,-0.32,12074,MAU TEA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,32.4,36,0,9,0,0,0,0,0,0,324,2,8,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,AINAMOI,KIPKELION,CHEBOSWA,-0.32,35.36
4075,35.34,-0.15,12075,KAPLELIT PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,64.1,64.1,36.6,8,6,8,1,0,0,0,513,7,1,0,0,0,0,0,0,3,0,RIFT VALLEY,KERICHO,CHILCHILA,KIPKELION,KOKWET,-0.15,35.34
4076,35.38,-0.31,12076,KAISUGU PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,30.7,33.1,53.8,13,4,4,6,0,0,0,430,3,11,0,0,0,0,0,0,2,0,RIFT VALLEY,KERICHO,AINAMOI,KIPKELION,CHEBOSWA,-0.31,35.38
4077,35.14,-0.42,12077,KAMASO MILIMANI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37.2,20.7,46.5,9,2,2,2,0,0,0,186,2,3,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,KABIANGA,-0.42,35.14
4078,35.43,-0.28,12078,CHEPSIR PRI SCH,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,39.9,51.9,28.8,10,8,10,4,0,0,0,519,4,9,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,KAPSEGER,-0.28,35.43
4079,35.38,-0.31,12079,KAPKATUNGOR PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37,41.1,33.6,9,5,6,2,0,0,0,370,2,8,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,AINAMOI,KIPKELION,CHEBOSWA,-0.31,35.38
4080,35.13,-0.42,12080,KAPCHEBET PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,35.4,35.4,29.5,10,5,7,2,0,0,0,354,9,1,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,KABIANGA,-0.42,35.13
4081,35.34,-0.32,12081,KAPKORECH PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,54.6,63.8,63.8,12,6,6,4,0,0,0,765,4,10,0,0,0,0,0,0,2,0,RIFT VALLEY,KERICHO,AINAMOI,KIPKELION,CHEBOSWA,-0.32,35.34
4082,35.15,-0.43,12082,MOBEGO PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,0,8,8,4,2,2,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,KABIANGA,-0.43,35.15
4083,35.39,-0.27,12083,KABOLOIN PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,61.8,54.5,66.2,17,6,8,2,0,0,0,927,9,6,0,0,0,0,0,0,4,1,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.27,35.39
4084,35.16,-0.42,12084,NYABANGI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37.9,40.8,37.9,13,8,6,2,0,0,0,530,8,6,0,0,0,0,0,0,1,1,RIFT VALLEY,KERICHO,BELGUT,BELGUT,KABIANGA,-0.42,35.16
4085,35.39,-0.27,12085,KABOLOIN SMALL HOME SPECIAL SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,13,4.3,6.5,3,1,1,1,0,0,0,13,1,0,0,0,0,0,0,0,0,2,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.27,35.39
4086,35.17,-0.4,12086,SIMOTWO PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,0,12.4,10.3,5,3,3,2,0,0,0,62,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,KABIANGA,-0.4,35.17
4087,35.47,-0.28,12087,KILETIEN PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,45.4,38.4,41.6,13,6,6,4,0,0,0,499,9,2,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.28,35.47
4088,35.12,-0.6,12088,KAPSOGUT PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,39.5,28.2,31.2,21,10,9,3,0,0,0,592,7,8,0,0,0,0,0,0,2,3,RIFT VALLEY,BURETI,BURETI,BURETI,KAPSOGUT,-0.6,35.12
4089,35.18,-0.41,12089,CHEBUNG'UNG'ON PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37.2,34.5,24.2,14,8,12,3,0,0,0,483,7,6,0,0,0,0,0,0,1,1,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.41,35.18
4090,35.4,-0.26,12090,BINYINY PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,183,36.6,91.5,5,1,1,1,0,0,0,183,1,0,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.26,35.4
4091,35.43,-0.28,12091,KAPTICH CHEPSIR ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,4.8,6,12,4,1,1,1,0,0,0,24,0,0,0,0,0,0,2,3,2,0,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,KAPSEGER,-0.28,35.43
4092,35.36,-0.27,12092,AINAPSOSIOT PRI SCH,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,70,42,35,5,3,3,2,0,0,0,210,2,1,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.27,35.36
4093,35.12,-0.62,12093,MOMBWO PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,45.1,49.7,38.2,20,10,16,4,0,0,0,993,14,8,0,0,0,0,0,0,2,2,RIFT VALLEY,BURETI,BURETI,BURETI,TECHOGET,-0.62,35.12
4094,35.19,-0.41,12094,KIPSOLU PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,14.2,14.2,16,9,4,4,2,0,0,0,128,0,0,0,0,0,0,5,4,0,3,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.41,35.19
4095,35.45,-0.27,12095,SOGOBET PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,45.6,39.9,0,8,0,0,0,0,0,0,319,3,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.27,35.45
4096,35.34,-0.26,12096,BUCHENGE PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,50.8,55,36.7,12,8,10,6,0,0,0,660,10,3,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.26,35.34
4097,35.2,-0.39,12097,HAPPY CHURCH PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.39,35.2
4098,35.33,-0.26,12098,TABAIN PRI SCH,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,93,37.2,26.6,5,3,4,2,0,0,0,186,2,0,0,0,0,0,0,0,0,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.26,35.33
4099,35.1,-0.63,12099,KAMINJEIWA PRIMARY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,52.9,43.5,49.3,17,7,8,3,0,0,0,740,7,7,0,0,0,0,0,0,2,1,RIFT VALLEY,BURETI,BURETI,BURETI,TECHOGET,-0.63,35.1
4100,35.48,-0.26,12100,HILLVIEW ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,13.6,15.3,30.5,8,2,2,2,0,0,0,122,0,0,0,0,0,0,4,5,4,2,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.26,35.48
4101,35.21,-0.39,12101,CHEPTORORIET PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,34.8,33.1,22.8,20,14,15,2,0,0,0,661,6,13,0,0,0,0,0,0,2,3,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.39,35.21
4102,37.35,-1.74,12102,KIMWATHO PRY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,19,19,30.4,8,2,3,2,0,0,0,152,2,6,0,0,0,0,0,0,1,0,EASTERN,MAKUENI,KAITI,KEE,KAITI,-1.74,37.35
4103,35.22,-0.41,12103,KAPSUSER PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,46.5,29.1,58.1,16,4,4,2,0,0,0,465,7,3,0,0,0,0,0,0,1,1,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.41,35.22
4104,35.36,-0.29,12104,KAPKIAM PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,80.7,57.6,50.4,14,8,8,2,0,0,0,807,4,6,0,0,0,0,0,0,2,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.29,35.36
4105,35.37,-0.29,12105,KAPKIAM SUNRISE ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,9.4,11.8,23.5,4,1,1,2,0,0,0,47,0,0,0,0,0,0,2,3,2,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.29,35.37
4106,35.21,-0.42,12106,AINAIPKOI PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,49.5,40.2,45.9,16,6,8,4,0,0,0,643,5,8,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.42,35.21
4107,35.35,-0.29,12107,CHEBIGEN PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,68.9,64.3,48.3,15,10,10,4,0,0,0,965,10,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.29,35.35
4108,35.22,-0.42,12108,TEAVIEW SCHOOL - PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,8.6,9.6,9,4,4,2,0,0,0,77,0,0,0,0,0,0,0,0,3,5,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.42,35.22
4109,35.21,-0.69,12109,SIRONET PRIMARY,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,41.7,35.3,57.4,13,4,4,2,0,0,0,459,7,4,0,0,0,0,0,0,1,0,RIFT VALLEY,BURETI,SOTIK,SOTIK,KAMUNGEI,-0.69,35.21
4110,35.33,-0.28,12110,OTUI PRI SCH,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,152,38,38,4,2,2,1,0,0,0,152,1,0,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.28,35.33
4111,35.48,-0.26,12111,CHESINENDE PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,56.9,48.2,36.8,13,11,6,2,0,0,0,626,4,7,0,0,0,0,0,0,2,0,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.26,35.48
4112,35.11,-0.61,12112,ZENTRAL ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY & BOARDING,ORDINARY,0,19.1,19.1,8,4,4,2,0,0,0,153,0,0,0,0,0,0,0,0,5,5,RIFT VALLEY,BURETI,BURETI,BURETI,TECHOGET,-0.61,35.11
4113,35.22,-0.41,12113,MAGRAMA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,15,16.9,27,8,2,3,3,0,0,0,135,0,0,0,0,0,0,4,5,4,3,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.41,35.22
4114,35.2,-0.7,12114,HESHIMA JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,5,11.7,7,1,2,2,0,0,0,35,0,0,0,0,0,0,0,0,1,1,RIFT VALLEY,BURETI,SOTIK,SOTIK,KAMUNGEI,-0.7,35.2
4115,35.33,-0.29,12115,MANYOROR PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,47.6,50.3,36.2,18,14,11,3,0,0,0,905,12,7,0,0,0,0,0,0,1,1,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.29,35.33
4116,35.49,-0.27,12116,KIPYEMIT PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,44,47.1,41.3,14,8,8,3,0,0,0,660,5,10,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.27,35.49
4117,35.2,-0.43,12117,SERETUT PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,49.5,44,56.6,18,8,6,2,0,0,0,792,11,5,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.43,35.2
4118,35.18,-0.57,12118,LALAGIN PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.4,38.4,49.4,18,7,7,2,0,0,0,692,7,12,0,0,0,0,0,0,2,0,RIFT VALLEY,BURETI,BURETI,BURETI,LITEIN,-0.57,35.18
4119,35.32,-0.28,12119,MURERET PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,52,26,14.9,4,3,4,1,0,0,0,104,2,0,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.28,35.32
4120,35.21,-0.69,12120,JOYLAND KAMUNGEI ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,7.2,10.8,21.5,8,2,2,2,0,0,0,86,0,0,0,0,0,0,8,4,0,2,RIFT VALLEY,BURETI,SOTIK,SOTIK,KAMUNGEI,-0.69,35.21
4121,35.5,-0.25,12121,CHEPSEON COMPLEX PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,BOARDING ONLY,ORDINARY,14.5,12.9,9.7,9,4,8,2,0,0,0,116,3,5,0,0,0,0,0,0,5,1,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.25,35.5
4122,35.16,-0.58,12122,KAPKARIN PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,42.5,35.9,38.9,13,4,8,2,0,0,0,467,7,4,0,0,0,0,0,0,3,0,RIFT VALLEY,BURETI,BURETI,BURETI,LITEIN,-0.58,35.16
4123,35.19,-0.43,12123,ST. PAUL'S ACK ACADEMY - PRI,PRIMARY SCHOOL,PRIVATE,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,17.2,12.3,17.2,7,2,3,1,0,0,0,86,0,0,0,0,0,0,3,2,1,1,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.43,35.19
4124,35.21,-0.69,12124,KAPCHERIRE PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,37.9,42.6,34.1,8,6,4,2,0,0,0,341,5,4,0,0,0,0,0,0,1,1,RIFT VALLEY,BURETI,SOTIK,SOTIK,KAMUNGEI,-0.69,35.21
4125,35.34,-0.3,12125,SAMOE JUNIOR ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,17,17,8.5,1,1,1,1,0,0,0,17,0,0,0,0,0,0,0,1,0,1,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.3,35.34
4126,35.52,-0.24,12126,SITIAN PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,36.7,45.9,91.8,8,0,4,3,0,0,0,367,1,9,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.24,35.52
4127,35.19,-0.43,12127,TURMO ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,6.4,6.4,10.7,5,1,2,1,0,0,0,32,0,0,0,0,0,0,2,3,1,0,RIFT VALLEY,KERICHO,BELGUT,BELGUT,SERETUT,-0.43,35.19
4128,35.09,-0.61,12128,AROKYET PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,51.3,47,0,24,0,0,3,0,0,0,1128,16,6,0,0,0,0,0,0,2,1,RIFT VALLEY,BURETI,BURETI,BURETI,TECHOGET,-0.61,35.09
4129,35.33,-0.32,12129,KAPNGETUNY PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,58.3,48.6,36.4,12,8,8,3,0,0,0,583,6,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.32,35.33
4130,35.22,-0.69,12130,KENENE PRIMARY SCHOOL,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.9,40.9,54.5,8,3,3,3,0,0,0,327,7,1,0,0,0,0,0,0,1,0,RIFT VALLEY,BURETI,SOTIK,SOTIK,KAMUNGEI,-0.69,35.22
4131,35.54,-0.23,12131,MWANZO EDUCATION CENTRE PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,14.1,25.4,15.9,5,4,4,2,0,0,0,127,0,0,0,0,0,0,5,4,3,3,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.23,35.54
4132,35.14,-0.6,12132,MOSELI ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,0,25.8,34.3,8,3,3,2,0,0,0,206,0,0,0,0,0,0,0,0,3,3,RIFT VALLEY,BURETI,BURETI,BURETI,CHEBWAGAN,-0.6,35.14
4133,35.23,-0.69,12133,CHERIBO PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,41.4,25.9,41.4,8,3,2,2,0,0,0,207,3,2,0,0,0,0,0,0,1,0,RIFT VALLEY,BURETI,SOTIK,SOTIK,KAMUNGEI,-0.69,35.23
4134,35.54,-0.21,12134,KISABO PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,31,40.3,33.6,10,6,6,2,0,0,0,403,6,7,0,0,0,0,0,0,0,1,RIFT VALLEY,KERICHO,KIPKELION,KIPKELION,CHEPSEGON,-0.21,35.54
4135,35.34,-0.32,12135,TEIMET BIDII ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,23.3,28,23.3,5,3,3,1,0,0,0,140,0,0,0,0,0,0,3,3,1,1,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,KAPSAOS,-0.32,35.34
4136,35.14,-0.61,12136,NGENY PRIMARY,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,43.6,49,78.4,8,2,3,1,0,0,0,392,6,3,0,0,0,0,0,0,0,1,RIFT VALLEY,BURETI,BURETI,BURETI,CHEBWAGAN,-0.61,35.14
4137,35.22,-0.68,12137,KAMUNGEI PRIMARY,PRIMARY SCHOOL,PUBLIC,LOCAL GOVERNMENT AUTHORITY,MIXED,DAY ONLY,ORDINARY,45.5,25,45.5,20,7,4,4,0,0,0,500,6,5,0,0,0,0,0,0,1,0,RIFT VALLEY,BURETI,SOTIK,SOTIK,KAMUNGEI,-0.68,35.22
